,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
758,Barragem de Rejeitos Bom Futuro,JOSE MARIA OTAVIO MARTINS DUARTE,***869507***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.659277777777778,-56.28508333333333,Sul do Equador,Média,Baixa,Não,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
759,BRAVO 1,NAGELLA CHRISSIE FIRMINO BRAVO,***042380***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.466513888888889,-56.46089583333334,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,70.0
760,BR BOSCO,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.656355833333334,-56.33784083333334,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
761,BR PIRÂMIDE,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.661886111111112,-56.34405277777778,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,20.0
762,BR SANTA 01,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.659775,-56.354036111111114,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
763,BR SANTA FELICIDADE,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.663845833333333,-56.35261388888889,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
764,Santa Tereza,Jeová Barbosa de Morais,***702178***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.872527777777778,-56.17219444444444,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
765,FAZENDA 4M,MARCELO BOZETTI,***943625***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.954652777777778,-56.27270277777777,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.18
766,Barragem de Rejeito Estrela 02,Antônio da Cunha Barbosa Filho,***483372***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.656125000000001,-56.385374999999996,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
767,Barragem de Rejeito Estrela 03,Antônio da Cunha Barbosa Filho,***483372***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.65463888888889,-56.38876388888889,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
768,Tanque Fundo,Humberto Covezzi,***299025***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.98753611111111,-56.313855555555556,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.2
769,BR03,MINERACAO ABDALA LTDA,08838089000171,MT,NOSSA SENHORA DO LIVRAMENTO,-15.692141666666666,-56.36056666666667,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.2
770,Barragem de Rejeito Capim Gold 2,EVALDO TESCHIMA LEITE,24588183000176,MT,NOSSA SENHORA DO LIVRAMENTO,-15.935405555555556,-56.467913888888894,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.03
771,NSL 01,MINERBRAS MINERACAO LTDA,14762164000160,MT,NOSSA SENHORA DO LIVRAMENTO,-15.771905555555556,-56.37585277777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
772,B1,Valdinei Mauro de Souza,***568360***,MT,NOSSA SENHORA DO LIVRAMENTO,-16.139333333333333,-56.396,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
773,TB01,VM MINERACAO LTDA,03121422000103,MT,NOSSA SENHORA DO LIVRAMENTO,-15.95722222222222,-56.48128888888889,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.18
774,Barragem de Rejeito Max,Marcio Nascimento,***052081***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.895583333333333,-56.18538888888889,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
775,BARRAGEM DE MINERAÇÃO,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,NOSSA SENHORA DO LIVRAMENTO,-15.796725,-56.27104444444444,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
776,BR SANTA FELICIDADE 04,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.669688888888889,-56.35072777777778,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
777,TR1,MAURO CRISTIANO PERASSOLLI FILHO,***102418***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.844419444444444,-56.31103333333333,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
778,LD-01,COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO,23300330000106,MT,NOSSA SENHORA DO LIVRAMENTO,-15.809580555555556,-56.16383888888889,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.2
779,Barragem de Rejeito - Mineração Ouro Fino,COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO,23300330000106,MT,NOSSA SENHORA DO LIVRAMENTO,-15.793255555555556,-56.18175833333333,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
780,Mineração Livramento,MINERACAO LIVRAMENTO LTDA,21943724000149,MT,NOSSA SENHORA DO LIVRAMENTO,-15.694680555555555,-56.368611111111115,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
781,Barragem JL,Marcus Vítor Nunes Lindote,***023850***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.676077777777778,-56.36579444444445,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.05
782,BRITO,Bento Soares de Brito,***406736***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.902691666666668,-56.20735277777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.1
783,TB04, Marcelo Massaru Takahashi,***616083***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.977733333333333,-56.490275000000004,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.2
784,Barragem de Rejeito Estrela 04,HEUREKA MINERACAO LTDA,35343577000180,MT,NOSSA SENHORA DO LIVRAMENTO,-15.656344444444445,-56.38233888888889,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.01
785,Neta,Diego Sérgio de oliveira Almeida ,***003498***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.937664722222223,-56.291803888888886,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Enviado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.15
786,Santa Bárbara,VALMIR GONCALO DE BARROS,***715361***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.846633333333333,-56.15958888888889,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.2
787,TB03, Marcelo Massaru Takahashi,***616083***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.968433333333333,-56.49926666666667,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
788,Barragem B1,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,NOSSA SENHORA DO LIVRAMENTO,-15.925567222222222,-56.356392222222226,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
789, VALE GOLD,VALE GOLD S.A.,38615413000153,MT,NOSSA SENHORA DO LIVRAMENTO,-15.919330555555556,-56.490883333333336,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
790,BR ÁGUA DE COCO,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.683756944444445,-56.30414888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
791,CHIMBUVA,Ronny Morais Costa ,***998363***,MT,NOSSA SENHORA DO LIVRAMENTO,-16.005525,-56.22818055555556,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
792,MULTI 1,Ricardo Padilla de Bordon Neves,***362762***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.63903611111111,-56.340294444444446,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Sim,1.0,0.0,3,0.0,0.0,0,0.01
793,Tadeu,João Gabriel Guizzo,***523979***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.948472222222222,-56.18971666666666,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.04
794,BRAVO II,Robinson da Silva Bravo,***019168***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.465573611111111,-56.45760666666667,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,1.0
795,JABURU 2,Joaquim Aderaldo de Souza Neto,***807891***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.969600833333333,-56.2865375,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
796,Barragem Fazenda Aguassu,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,NOSSA SENHORA DO LIVRAMENTO,-15.766986111111112,-56.23110555555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
797,Barragem Lagoa,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,NOSSA SENHORA DO LIVRAMENTO,-15.796544444444445,-56.273669444444444,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
798,BARRAGEM COOP 01,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,NOSSA SENHORA DO LIVRAMENTO,-15.762616666666666,-56.26496111111111,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
799,Rabo de Bica,PEDRO CERQUEIRA CALDAS,***137773***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.905418888888889,-56.20308194444445,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.03
800,Barragem Candonga,Yan Bittencourt nascimento ,***042255***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.863437777777778,-56.224936944444444,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.02
801,Barragem T08,SALINAS GOLD MINERACAO LTDA,03212955000109,MT,NOSSA SENHORA DO LIVRAMENTO,-16.16332222222222,-56.41588611111111,Sul do Equador,Média,Média,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.18
802,BP-01,GDMBRASIL - GEOLOGIA E DESENVOLVIMENTO MINERAL LTDA,19072118000234,MT,NOSSA SENHORA DO LIVRAMENTO,-15.756005555555555,-56.166263888888885,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
803,BP-02,GDMBRASIL - GEOLOGIA E DESENVOLVIMENTO MINERAL LTDA,19072118000234,MT,NOSSA SENHORA DO LIVRAMENTO,-15.75995,-56.16990833333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.03
804,Barragem Novo Astro,COOPROBAND - COOPERATIVA DE PRODUTORES MINERAIS DE NOVA BANDEIRANTES,35055890000113,MT,NOVA BANDEIRANTES,-9.215338888888889,-58.29170833333333,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.06
805,Novo Astro I,COOPROBAND - COOPERATIVA DE PRODUTORES MINERAIS DE NOVA BANDEIRANTES,35055890000113,MT,NOVA BANDEIRANTES,-9.215338888888889,-58.29170833333333,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.05
806,MD-01,MORRO DOURADO LTDA,03328459000107,MT,NOVA LACERDA,-14.479905555555556,-59.8378,Sul do Equador,Alta,Baixa,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
807,BARRAGEM  BLOCO NORTE ,Angelo Carlos Vicari Junior,***923895***,MT,NOVA SANTA HELENA,-10.687972222222223,-54.82791666666667,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
808,BARRAGEM BLOCO  SUL ,Angelo Carlos Vicari Junior,***923895***,MT,NOVA SANTA HELENA,-10.686777777777777,-54.82930555555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
809,Dorival ,ALTA FLORESTA GOLD MINERACAO LTDA,17580707000117,MT,NOVA SANTA HELENA,-10.802486111111111,-55.18615555555555,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
810,Santa Helena,ALTA FLORESTA GOLD MINERACAO LTDA,17580707000117,MT,NOVA SANTA HELENA,-10.802486111111111,-55.18615555555555,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
811,Alvo Crente,ALTA FLORESTA GOLD MINERACAO LTDA,17580707000117,MT,PARANAÍTA,-9.379680555555556,-56.56444444444444,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Sim,0.0,4.0,3,0.0,0.0,0,0.0
812,Barragem Torio 01,Torio Brasil Mineração Ltda,07240707000114,MT,PARANAÍTA,-9.523130555555557,-56.48665416666667,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
813,OURINHOS I,João Gimenes Rodrigues,***510957***,MT,POCONÉ,-16.119944444444446,-56.587722222222226,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
814,LU,José Vicente Nunes Rondon,***006492***,MT,POCONÉ,-16.24136388888889,-56.604866666666666,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
815,CHICO,NORAIR NELSON DE SOUZA,***522859***,MT,POCONÉ,-16.29485277777778,-56.65153333333333,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
816,BOM PASTOR,Sidnei Rafael de Souza,***096118***,MT,POCONÉ,-16.098363888888887,-56.56857777777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
817,ADÃO RODUÍ,ADAO AFONSO RODUI,***469372***,MT,POCONÉ,-16.234883333333336,-56.65240277777777,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
818,CAMPOS,MARCELO BOZETTI,***943625***,MT,POCONÉ,-16.17586111111111,-56.59447222222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
819,Davi,Davi Alves Bicalho,***799923***,MT,POCONÉ,-16.246430555555555,-56.58774722222223,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
820,Barragem 01,EDMAR GUERMAND DE QUEIROZ,***551118***,MT,POCONÉ,-16.255249166666665,-56.67122833333333,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
821,Barragem 02,EDMAR GUERMAND DE QUEIROZ,***551118***,MT,POCONÉ,-16.257,-56.6693425,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
822,Isa,ISA MARIA DORILEO FERREIRA DE ASSIS,***346031***,MT,POCONÉ,-16.279689166666667,-56.64747611111111,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
823,RONDON,Roberto Nunes Rondon,***352571***,MT,POCONÉ,-16.2924,-56.650755555555556,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
824,JOAO PAULO,ELISA MACIEL SANTOS RIVA,***693900***,MT,POCONÉ,-16.245391666666666,-56.607369444444444,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
825,FRED,FREDERICO AUGUSTO DE ARRUDA GIMENEZ MINERACAO,07111522000100,MT,POCONÉ,-16.06292777777778,-56.561927777777775,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.05
826,FRANCÊS,ALAIN STEPHANE RIVIERE MINERACAO,15264439000107,MT,POCONÉ,-16.25285277777778,-56.606011111111115,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,40.0
827,BR ISMAEL,Davi Alves Bicalho,***799923***,MT,POCONÉ,-16.24553611111111,-56.58928055555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
828,Alain II,ALAIN STEPHANE RIVIERE MINERACAO,15264439000107,MT,POCONÉ,-16.255,-56.61527777777778,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.25
829,COQUEIRAL,EVANDRO DE SOUZA,***894865***,MT,POCONÉ,-16.05025277777778,-56.548275,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
830,GONÇA,Gonçalo Pedroso de Barros,***178073***,MT,POCONÉ,-16.232602777777775,-56.60697527777778,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
831,MARANATA,Sidnei Rafael de Souza,***096118***,MT,POCONÉ,-16.037916666666668,-56.537638888888885,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,50.0
832,OURO FINO,Lysander Lima de França,***055334***,MT,POCONÉ,-16.31250277777778,-56.65228611111111,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
833,TUPA 2,GINEZ GIMENES NETO,***065632***,MT,POCONÉ,-16.027080555555553,-56.5248,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.1
834,TUPA 3,GINEZ GIMENES NETO,***065632***,MT,POCONÉ,-16.024538888888888,-56.521163888888886,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
835,Grameiro,COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO,23300330000106,MT,POCONÉ,-16.06896111111111,-56.565102777777774,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.05
836,Martins,HELLEN ELIZABETH CORREA MARTINS,***102894***,MT,POCONÉ,-16.08167222222222,-56.55501972222222,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.01
837,CANGAS,JONAS GIMENEZ RODRIGUES,***015680***,MT,POCONÉ,-16.110855555555556,-56.57396666666667,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
838,SANDRO GOMES,Valdinei Mauro de Souza,***568360***,MT,POCONÉ,-16.29515277777778,-56.72561666666667,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.25
839,BARRAGEM T01,Valdinei Mauro de Souza,***568360***,MT,POCONÉ,-16.290750000000003,-56.71197222222222,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
840,Moça Bonita,Valdinei Mauro de Souza,***568360***,MT,POCONÉ,-16.190517777777778,-56.41310222222222,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
841,Barragem AFGM GP2,Ulisses José Dorileo,***855095***,MT,POCONÉ,-16.307420833333335,-56.75136777777778,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
